14292	15090.75	15889.5	16688.25	17487
2339.125	2473.34375	2607.5625	2741.78125	2876
28077.5	30474.375	32871.25	35268.125	37665
0	0	0	0	0
488.875	592.15625	695.4375	798.71875	902
9840.5	10847.375	11854.25	12861.125	13868
4257.75	4570.5625	4883.375	5196.1875	5509
134498.375	144322.2813	154146.1875	163970.0938	173794
2377.5	2571.875	2766.25	2960.625	3155
0	0	0	0	0
824.375	867.03125	909.6875	952.34375	995
0	0	0	0	0
7318.875	7957.15625	8595.4375	9233.71875	9872
1678.125	1766.09375	1854.0625	1942.03125	2030
2014.75	2147.5625	2280.375	2413.1875	2546
12472.625	13342.46875	14212.3125	15082.15625	15952
573.875	614.65625	655.4375	696.21875	737
126.5	122.125	117.75	113.375	109
2699.625	2885.71875	3071.8125	3257.90625	3444
68.625	97.21875	125.8125	154.40625	183
249.25	305.1875	361.125	417.0625	473
2215.125	2406.84375	2598.5625	2790.28125	2982
2711.375	2882.78125	3054.1875	3225.59375	3397
